Name,SRM_Email_ID,Password,Subject,Internal_Marks,Attendance_Percentage
Lakshmi Lal,ll7484@srmist.edu.in,o2fmt7qn,COMPUTER ORGANIZATION AND ARCHITECTURE,36,94.56
Lakshmi Lal,ll7484@srmist.edu.in,o2fmt7qn,ADVANCED PROGRAMMING PRACTICE,39,53.65
Lakshmi Lal,ll7484@srmist.edu.in,o2fmt7qn,DATA STRUCTURES AND ALGORITHMS,51,65.85
Lakshmi Lal,ll7484@srmist.edu.in,o2fmt7qn,DATA STRUCTURES AND ALGORITHMS LAB,57,73.36
Lakshmi Lal,ll7484@srmist.edu.in,o2fmt7qn,PROFESSIONAL ETHICS,37,65.11
Lakshmi Lal,ll7484@srmist.edu.in,o2fmt7qn,OBJECT ORIENTED DESIGN AND PROGRAMMING,56,87.47
Lakshmi Lal,ll7484@srmist.edu.in,o2fmt7qn,RASPBERRY PI FUNDAMENTALS,35,81.03
Arjun Kulkarni,ak5736@srmist.edu.in,r*gOb!6A,UHV-II,59,73.92
Arjun Kulkarni,ak5736@srmist.edu.in,r*gOb!6A,COMPUTER ORGANIZATION AND ARCHITECTURE,37,91.53
Arjun Kulkarni,ak5736@srmist.edu.in,r*gOb!6A,ADVANCED PROGRAMMING PRACTICE,53,72.21
Arjun Kulkarni,ak5736@srmist.edu.in,r*gOb!6A,DATA STRUCTURES AND ALGORITHMS,39,55.99
Arjun Kulkarni,ak5736@srmist.edu.in,r*gOb!6A,DATA STRUCTURES AND ALGORITHMS LAB,36,63.0
Arjun Kulkarni,ak5736@srmist.edu.in,r*gOb!6A,PROFESSIONAL ETHICS,52,91.64
Arjun Kulkarni,ak5736@srmist.edu.in,r*gOb!6A,OBJECT ORIENTED DESIGN AND PROGRAMMING,37,50.34
Arjun Kulkarni,ak5736@srmist.edu.in,r*gOb!6A,RASPBERRY PI FUNDAMENTALS,34,53.62
Shruti Sharma,ss6424@srmist.edu.in,6fycFV**,UHV-II,58,59.02
Shruti Sharma,ss6424@srmist.edu.in,6fycFV**,COMPUTER ORGANIZATION AND ARCHITECTURE,39,99.21
Shruti Sharma,ss6424@srmist.edu.in,6fycFV**,ADVANCED PROGRAMMING PRACTICE,57,56.46
Shruti Sharma,ss6424@srmist.edu.in,6fycFV**,DATA STRUCTURES AND ALGORITHMS,35,82.18
Shruti Sharma,ss6424@srmist.edu.in,6fycFV**,DATA STRUCTURES AND ALGORITHMS LAB,36,69.69
Shruti Sharma,ss6424@srmist.edu.in,6fycFV**,PROFESSIONAL ETHICS,43,74.57
Shruti Sharma,ss6424@srmist.edu.in,6fycFV**,OBJECT ORIENTED DESIGN AND PROGRAMMING,37,80.04
Shruti Sharma,ss6424@srmist.edu.in,6fycFV**,RASPBERRY PI FUNDAMENTALS,32,91.03
Shruti Khatri,sk9759@srmist.edu.in,2O6fNqVx,UHV-II,42,87.26
Shruti Khatri,sk9759@srmist.edu.in,2O6fNqVx,COMPUTER ORGANIZATION AND ARCHITECTURE,46,70.82
Shruti Khatri,sk9759@srmist.edu.in,2O6fNqVx,ADVANCED PROGRAMMING PRACTICE,40,77.61
Shruti Khatri,sk9759@srmist.edu.in,2O6fNqVx,DATA STRUCTURES AND ALGORITHMS,59,62.96
Shruti Khatri,sk9759@srmist.edu.in,2O6fNqVx,DATA STRUCTURES AND ALGORITHMS LAB,56,88.09
Shruti Khatri,sk9759@srmist.edu.in,2O6fNqVx,PROFESSIONAL ETHICS,59,96.07
Shruti Khatri,sk9759@srmist.edu.in,2O6fNqVx,OBJECT ORIENTED DESIGN AND PROGRAMMING,60,58.23
Shruti Khatri,sk9759@srmist.edu.in,2O6fNqVx,RASPBERRY PI FUNDAMENTALS,32,93.85
Siddharth Khatri,sk0934@srmist.edu.in,E3E8J24K,UHV-II,35,85.52
Siddharth Khatri,sk0934@srmist.edu.in,E3E8J24K,COMPUTER ORGANIZATION AND ARCHITECTURE,42,67.96
Siddharth Khatri,sk0934@srmist.edu.in,E3E8J24K,ADVANCED PROGRAMMING PRACTICE,41,98.9
Siddharth Khatri,sk0934@srmist.edu.in,E3E8J24K,DATA STRUCTURES AND ALGORITHMS,49,78.74
Siddharth Khatri,sk0934@srmist.edu.in,E3E8J24K,DATA STRUCTURES AND ALGORITHMS LAB,43,51.38
Siddharth Khatri,sk0934@srmist.edu.in,E3E8J24K,PROFESSIONAL ETHICS,31,66.69
Siddharth Khatri,sk0934@srmist.edu.in,E3E8J24K,OBJECT ORIENTED DESIGN AND PROGRAMMING,30,92.2
Siddharth Khatri,sk0934@srmist.edu.in,E3E8J24K,RASPBERRY PI FUNDAMENTALS,35,96.35
Sneha Verma,sv6494@srmist.edu.in,%YQGcRTB,UHV-II,36,58.58
Sneha Verma,sv6494@srmist.edu.in,%YQGcRTB,COMPUTER ORGANIZATION AND ARCHITECTURE,32,86.83
Sneha Verma,sv6494@srmist.edu.in,%YQGcRTB,ADVANCED PROGRAMMING PRACTICE,39,60.28
Sneha Verma,sv6494@srmist.edu.in,%YQGcRTB,DATA STRUCTURES AND ALGORITHMS,57,90.3
Sneha Verma,sv6494@srmist.edu.in,%YQGcRTB,DATA STRUCTURES AND ALGORITHMS LAB,34,88.89
Sneha Verma,sv6494@srmist.edu.in,%YQGcRTB,PROFESSIONAL ETHICS,55,59.96
Sneha Verma,sv6494@srmist.edu.in,%YQGcRTB,OBJECT ORIENTED DESIGN AND PROGRAMMING,38,80.76
Sneha Verma,sv6494@srmist.edu.in,%YQGcRTB,RASPBERRY PI FUNDAMENTALS,36,57.32
Tejas Khatri,tk3246@srmist.edu.in,F!LWRE*x,UHV-II,58,98.65
Tejas Khatri,tk3246@srmist.edu.in,F!LWRE*x,COMPUTER ORGANIZATION AND ARCHITECTURE,43,84.45
Tejas Khatri,tk3246@srmist.edu.in,F!LWRE*x,ADVANCED PROGRAMMING PRACTICE,35,50.43
Tejas Khatri,tk3246@srmist.edu.in,F!LWRE*x,DATA STRUCTURES AND ALGORITHMS,34,71.27
Tejas Khatri,tk3246@srmist.edu.in,F!LWRE*x,DATA STRUCTURES AND ALGORITHMS LAB,60,62.83
Tejas Khatri,tk3246@srmist.edu.in,F!LWRE*x,PROFESSIONAL ETHICS,58,77.42
Tejas Khatri,tk3246@srmist.edu.in,F!LWRE*x,OBJECT ORIENTED DESIGN AND PROGRAMMING,47,89.42
Tejas Khatri,tk3246@srmist.edu.in,F!LWRE*x,RASPBERRY PI FUNDAMENTALS,51,62.76
Manish Das,md0871@srmist.edu.in,nUi@y*$@,UHV-II,37,98.96
Manish Das,md0871@srmist.edu.in,nUi@y*$@,COMPUTER ORGANIZATION AND ARCHITECTURE,55,66.24
Manish Das,md0871@srmist.edu.in,nUi@y*$@,ADVANCED PROGRAMMING PRACTICE,60,89.3
Manish Das,md0871@srmist.edu.in,nUi@y*$@,DATA STRUCTURES AND ALGORITHMS,32,97.32
Manish Das,md0871@srmist.edu.in,nUi@y*$@,DATA STRUCTURES AND ALGORITHMS LAB,40,88.82
Manish Das,md0871@srmist.edu.in,nUi@y*$@,PROFESSIONAL ETHICS,58,78.65
Manish Das,md0871@srmist.edu.in,nUi@y*$@,OBJECT ORIENTED DESIGN AND PROGRAMMING,59,79.52
Manish Das,md0871@srmist.edu.in,nUi@y*$@,RASPBERRY PI FUNDAMENTALS,52,73.57
Neha Shetty,ns3679@srmist.edu.in,twFCRjZG,UHV-II,53,91.17
Neha Shetty,ns3679@srmist.edu.in,twFCRjZG,COMPUTER ORGANIZATION AND ARCHITECTURE,35,96.04
Neha Shetty,ns3679@srmist.edu.in,twFCRjZG,ADVANCED PROGRAMMING PRACTICE,43,94.65
Neha Shetty,ns3679@srmist.edu.in,twFCRjZG,DATA STRUCTURES AND ALGORITHMS,41,51.74
Neha Shetty,ns3679@srmist.edu.in,twFCRjZG,DATA STRUCTURES AND ALGORITHMS LAB,51,78.76
Neha Shetty,ns3679@srmist.edu.in,twFCRjZG,PROFESSIONAL ETHICS,60,64.12
Neha Shetty,ns3679@srmist.edu.in,twFCRjZG,OBJECT ORIENTED DESIGN AND PROGRAMMING,48,89.5
Neha Shetty,ns3679@srmist.edu.in,twFCRjZG,RASPBERRY PI FUNDAMENTALS,44,77.32
Abhinav Gupta,ag2147@srmist.edu.in,V2g71%cj,UHV-II,49,83.06
Abhinav Gupta,ag2147@srmist.edu.in,V2g71%cj,COMPUTER ORGANIZATION AND ARCHITECTURE,55,51.07
Abhinav Gupta,ag2147@srmist.edu.in,V2g71%cj,ADVANCED PROGRAMMING PRACTICE,55,70.34
Abhinav Gupta,ag2147@srmist.edu.in,V2g71%cj,DATA STRUCTURES AND ALGORITHMS,47,70.42
Abhinav Gupta,ag2147@srmist.edu.in,V2g71%cj,DATA STRUCTURES AND ALGORITHMS LAB,38,51.45
Abhinav Gupta,ag2147@srmist.edu.in,V2g71%cj,PROFESSIONAL ETHICS,51,89.06
Abhinav Gupta,ag2147@srmist.edu.in,V2g71%cj,OBJECT ORIENTED DESIGN AND PROGRAMMING,52,62.65
Abhinav Gupta,ag2147@srmist.edu.in,V2g71%cj,RASPBERRY PI FUNDAMENTALS,30,66.25
Srihari Srivathsan,ss4315@srmist.edu.in,abcd1234,UHV-II,57,77.42
Srihari Srivathsan,ss4315@srmist.edu.in,abcd1234,COMPUTER ORGANIZATION AND ARCHITECTURE,48,89.11
Srihari Srivathsan,ss4315@srmist.edu.in,abcd1234,ADVANCED PROGRAMMING PRACTICE,58,55.44
Srihari Srivathsan,ss4315@srmist.edu.in,abcd1234,DATA STRUCTURES AND ALGORITHMS,32,52.18
Srihari Srivathsan,ss4315@srmist.edu.in,abcd1234,DATA STRUCTURES AND ALGORITHMS LAB,58,75.19
Srihari Srivathsan,ss4315@srmist.edu.in,abcd1234,PROFESSIONAL ETHICS,44,92.91
Srihari Srivathsan,ss4315@srmist.edu.in,abcd1234,OBJECT ORIENTED DESIGN AND PROGRAMMING,46,87.22
Srihari Srivathsan,ss4315@srmist.edu.in,abcd1234,RASPBERRY PI FUNDAMENTALS,58,50.01
